id,first_name,gender,Age,visit_per_week,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,Mon
3890,Gonzales,Male,47,3,,20:18:00,21:16:00,133,True
3896,Franni,Female,12,2,,10:05:00,11:47:00,44,True
3899,Jeremie,Male,19,5,"Core, Leg",12:59:00,14:03:00,146,True
3900,Gretel,Female,47,1,,19:13:00,21:37:00,69,True
3904,Freddi,Female,48,1,,10:09:00,13:01:00,87,True
3907,Stanislaus,Male,32,5,"Core, Cardio",15:12:00,16:15:00,55,True
3908,Grazia,Female,41,4,,10:25:00,12:51:00,83,True
3910,Urban,Male,44,2,Cardio,11:09:00,12:15:00,43,True
3912,Avivah,Female,22,3,,19:32:00,22:02:00,69,True
3918,Fayth,Female,28,5,,11:23:00,14:09:00,171,True
3925,Perle,Female,24,1,"chest, chest",13:47:00,14:28:00,83,True
3926,Gerick,Male,49,5,,9:16:00,11:09:00,77,True
3928,Pamela,Female,14,4,,17:33:00,18:42:00,106,True
3929,Aldous,Male,31,5,"Cardio, chest",9:38:00,11:38:00,173,True
3930,Vita,Female,49,5,,13:57:00,14:41:00,165,True
3934,Dionis,Female,28,5,,13:53:00,15:44:00,74,True
3946,Fidelio,Male,12,5,,13:49:00,14:33:00,86,True
3947,Elladine,Female,49,1,,9:42:00,11:23:00,56,True
3950,Karyn,Female,13,5,"Leg, Leg",15:44:00,18:43:00,58,True
3951,Grayce,Female,36,3,"Arm, Core",11:36:00,12:31:00,75,True
3952,Ricky,Male,26,5,"Core, back, Cardio",19:21:00,20:04:00,76,True
3954,Ivor,Male,47,3,"Arm, back, back",15:27:00,18:03:00,107,True
3955,Menard,Male,45,3,chest,12:46:00,14:20:00,136,True
3960,Brenn,Female,33,5,,10:14:00,10:55:00,160,True
3961,Kellen,Female,26,2,,10:24:00,11:28:00,143,True
3964,Domenico,Male,47,1,,18:37:00,21:33:00,163,True
3968,Emalee,Female,19,1,,13:36:00,14:50:00,112,True
3971,Emma,Female,41,3,"Arm, back",16:37:00,18:37:00,80,True
3973,Nikos,Male,41,2,"chest, Cardio, back",16:41:00,18:40:00,38,True
3977,Zacherie,Male,23,1,chest,10:36:00,13:26:00,164,True
3978,Tremaine,Male,28,2,,19:00:00,19:33:00,101,True
3980,Quillan,Male,13,3,"back, Leg",17:47:00,19:20:00,37,True
3981,Georgie,Female,29,4,Core,14:52:00,16:57:00,171,True
3983,Benyamin,Male,20,3,"Cardio, Arm, Leg",19:22:00,22:15:00,96,True
3987,Hadria,Female,33,4,,19:04:00,20:26:00,170,True
3994,Averill,Male,49,2,"Cardio, Arm",19:50:00,20:24:00,94,True
3997,Elaina,Female,17,4,"Core, chest",9:14:00,12:01:00,35,True
3998,Humfried,Male,28,2,,17:21:00,20:21:00,51,True
4001,Fey,Female,49,2,"back, chest",19:31:00,21:29:00,38,True
4004,Darren,Male,42,5,,9:54:00,12:00:00,90,True
4011,Conrade,Male,48,1,,13:50:00,15:58:00,166,True
4012,Ely,Male,20,3,Cardio,10:12:00,11:46:00,32,True
4013,Celine,Female,13,3,"Core, back, chest",17:04:00,18:48:00,99,True
4016,Katya,Female,47,1,"Leg, Core",17:28:00,19:02:00,66,True
4021,Biddie,Female,29,4,,8:19:00,11:12:00,124,True
4024,Mar,Male,22,5,,14:34:00,15:13:00,104,True
4027,Kenon,Male,35,4,"Core, Leg, Core",15:01:00,16:51:00,148,True
4028,Wat,Male,41,4,"chest, Leg, Leg",19:41:00,22:36:00,177,True
4031,Keith,Male,22,5,,10:01:00,12:13:00,165,True
4032,Nataniel,Male,33,3,,20:53:00,21:34:00,100,True
4033,Hestia,Female,26,3,Cardio,10:23:00,11:43:00,149,True
4034,Trudi,Female,13,2,Core,14:42:00,16:45:00,124,True
4035,Alf,Male,31,4,,18:15:00,19:07:00,146,True
4045,Sigismond,Male,40,1,,9:57:00,10:49:00,42,True
4047,Sigfrid,Male,12,3,,15:02:00,16:06:00,89,True
4048,Dick,Male,23,4,"back, back, Leg",16:29:00,17:17:00,34,True
4051,Maximilianus,Male,41,1,,9:43:00,12:09:00,113,True
4052,Nathanil,Male,26,4,"chest, Leg",20:58:00,23:44:00,135,True
4055,Chadd,Male,35,1,"Leg, back, chest",15:49:00,17:54:00,59,True
4056,Paten,Male,32,4,,17:13:00,18:53:00,165,True
4058,Benton,Male,44,5,"chest, Leg, back",12:19:00,12:56:00,42,True
4059,Gus,Male,48,1,"back, Core, Leg",10:40:00,13:24:00,83,True
4061,Eulalie,Female,47,4,,18:30:00,21:01:00,74,True
4068,Shelden,Male,36,2,"Leg, Cardio",13:04:00,15:03:00,36,True
4069,Carver,Male,39,1,Core,9:04:00,11:29:00,93,True
4073,Guillaume,Male,42,5,,17:06:00,19:52:00,173,True
4074,Bone,Male,37,4,,20:17:00,22:56:00,152,True
4075,Florry,Female,44,4,,9:57:00,12:07:00,154,True
4078,Boigie,Male,18,3,"Core, back, chest",16:16:00,18:36:00,123,True
4081,Orv,Male,23,5,,12:35:00,14:44:00,141,True
4084,Rusty,Male,29,3,"back, Arm, Leg",9:15:00,12:06:00,107,True
4086,Kailey,Female,43,3,"chest, Core, back",20:29:00,22:52:00,153,True
4088,Karolina,Female,42,2,,11:29:00,12:29:00,50,True
4090,Henrie,Female,43,5,,11:13:00,11:44:00,178,True
4091,Perri,Female,18,5,,13:04:00,13:50:00,125,True
4093,Nicolle,Female,34,3,"chest, back",9:55:00,12:27:00,31,True
4097,Barnebas,Male,44,5,,14:16:00,15:12:00,30,True
4102,Shayna,Female,34,3,"chest, Leg, Core",17:42:00,18:58:00,85,True
4111,Irena,Female,45,3,"Arm, Leg, chest",17:43:00,20:14:00,36,True
4116,Esra,Male,45,3,,19:08:00,21:25:00,95,True
4118,Esra,Male,13,3,,8:23:00,11:10:00,44,True
4120,Selle,Female,49,2,,14:55:00,15:47:00,167,True
4121,Robinetta,Female,25,3,"chest, back, Cardio",19:19:00,20:10:00,82,True
4122,Corrie,Female,47,4,"back, Cardio, back",20:09:00,21:59:00,148,True
4123,Carmencita,Female,12,4,,9:46:00,10:59:00,164,True
4125,Jae,Male,36,5,,14:09:00,15:20:00,156,True
4126,Iago,Male,46,5,,8:40:00,9:44:00,171,True
4128,Lian,Female,21,3,,14:23:00,16:17:00,160,True
4129,Bradney,Male,46,2,Leg,12:24:00,14:58:00,114,True
4130,Cody,Male,48,3,,19:40:00,20:13:00,49,True
4133,Gearalt,Male,14,3,Core,11:35:00,14:04:00,162,True
4134,Pooh,Female,21,4,"Leg, Leg, Core",9:31:00,10:47:00,112,True
4136,Helga,Female,20,2,,16:51:00,18:58:00,106,True
4137,Marga,Female,26,1,,10:32:00,11:36:00,58,True
4142,Rosalinde,Female,31,3,Leg,8:13:00,10:45:00,118,True
4143,Ginnifer,Female,21,5,,17:21:00,19:50:00,78,True
4144,Rickard,Male,49,1,Core,20:30:00,22:23:00,40,True
4146,Julina,Female,22,4,"Core, chest, back",20:23:00,23:12:00,140,True
4147,Timothee,Male,46,3,"Leg, Core",18:19:00,20:47:00,62,True
4150,Cirilo,Male,45,3,,16:10:00,19:07:00,84,True
4151,Alberto,Male,21,5,"Cardio, back",20:15:00,23:04:00,178,True
4152,Marion,Male,37,1,,20:44:00,22:48:00,90,True
4154,Burke,Male,45,1,"back, Core",11:18:00,14:07:00,71,True
4156,Jocelyne,Female,32,5,,18:54:00,20:00:00,158,True
4162,Peder,Male,25,4,,17:00:00,19:23:00,145,True
4164,Quincy,Male,35,3,,17:41:00,19:32:00,64,True
4165,Christian,Male,23,1,"Core, back, chest",14:45:00,16:53:00,166,True
4166,Bordie,Male,33,2,,20:34:00,21:42:00,56,True
4167,Nessie,Female,49,3,"Leg, Cardio, back",9:55:00,11:08:00,127,True
4170,Rodger,Male,49,5,,12:12:00,13:58:00,105,True
4176,Burty,Male,45,1,,9:34:00,11:21:00,122,True
4177,Nadean,Female,35,1,,9:56:00,12:45:00,149,True
4180,Nolly,Male,13,2,back,8:33:00,9:21:00,147,True
4181,Jeremiah,Male,23,4,"back, Core",10:50:00,13:48:00,44,True
4184,Klement,Male,16,4,,17:58:00,19:31:00,122,True
4185,Webb,Male,34,4,"Leg, Arm, back",9:20:00,11:42:00,62,True
4187,Salvidor,Male,22,5,Cardio,19:49:00,22:43:00,179,True
4188,Ethelyn,Female,19,2,back,8:21:00,10:01:00,119,True
4189,Terry,Male,25,3,"Leg, Core, chest",11:28:00,12:31:00,92,True
4190,Nealy,Male,40,1,,14:47:00,17:45:00,172,True
4191,Cirstoforo,Male,43,5,,13:48:00,14:42:00,62,True
4192,Kaye,Female,34,4,,17:07:00,19:15:00,70,True
4193,Candie,Female,47,5,"Core, Arm",13:57:00,16:42:00,111,True
4195,Ferd,Male,36,1,,11:23:00,14:13:00,40,True
4196,Kendrick,Male,28,4,,20:01:00,21:55:00,116,True
4198,Bret,Male,15,3,chest,13:00:00,14:21:00,172,True
4201,Sheffield,Male,40,2,"Arm, Cardio",13:31:00,14:48:00,99,True
4204,Roderigo,Male,14,2,"Cardio, Leg",17:13:00,17:49:00,127,True
4207,Heall,Male,22,5,"Leg, back, Leg",11:47:00,13:43:00,30,True
4208,Willey,Male,39,1,Leg,11:28:00,12:06:00,132,True
4209,Earl,Male,24,1,,19:07:00,21:40:00,52,True
4210,Trstram,Male,34,2,,17:44:00,19:53:00,174,True
4213,Patrizio,Male,19,5,Core,12:58:00,14:21:00,128,True
4215,Mindy,Female,14,4,"back, back",8:17:00,9:19:00,136,True
4218,Rubina,Female,33,4,"chest, back",18:01:00,18:31:00,55,True
4219,Harland,Male,13,2,"Leg, back",14:59:00,16:48:00,83,True
4220,Any,Male,14,4,,20:57:00,23:26:00,158,True
4223,Mata,Male,21,5,,20:23:00,21:18:00,67,True
4225,Cletis,Male,29,4,,20:08:00,21:33:00,118,True
4227,Lenka,Female,19,2,"Core, Cardio",20:37:00,21:32:00,136,True
4229,Harper,Male,26,5,,20:39:00,21:33:00,165,True
4231,Onofredo,Male,37,3,,17:53:00,18:59:00,53,True
4232,Bennett,Male,25,4,"Core, Core",15:16:00,17:16:00,37,True
4236,Idell,Female,19,5,chest,15:45:00,17:41:00,179,True
4238,Irene,Female,44,3,"Cardio, Cardio",20:15:00,22:22:00,61,True
4246,Kary,Female,13,4,,9:12:00,11:51:00,110,True
4252,Margarita,Female,18,5,"chest, Arm, Leg",10:17:00,11:19:00,78,True
4258,Bronnie,Male,45,4,,19:49:00,22:01:00,61,True
4259,Muire,Female,41,5,,10:02:00,11:33:00,160,True
4260,Jaquelyn,Female,28,1,,8:20:00,11:05:00,177,True
4264,Padraig,Male,34,2,,15:42:00,16:34:00,86,True
4265,Reina,Female,23,4,,19:52:00,20:36:00,79,True
4266,Prudence,Female,25,1,"Core, back, chest",18:07:00,19:57:00,83,True
4267,Bertie,Female,46,1,,11:33:00,12:31:00,99,True
4269,Vinny,Male,30,4,,9:59:00,10:31:00,110,True
4274,Elset,Female,41,3,"Cardio, Core, Core",19:30:00,22:11:00,169,True
4275,Gunther,Male,37,3,,9:38:00,12:26:00,170,True
4279,Mathilda,Female,18,5,,10:43:00,13:06:00,107,True
4282,Daniel,Male,21,1,Core,12:25:00,14:41:00,152,True
4283,Dionis,Female,34,5,Cardio,14:55:00,15:32:00,77,True
4286,Dimitry,Male,21,5,,20:16:00,22:00:00,40,True
4288,Piggy,Male,14,1,,17:30:00,18:03:00,46,True
4289,Gwendolin,Female,12,3,"Core, back",8:53:00,11:36:00,91,True
4290,Chelsy,Female,17,4,"Core, back, Leg",15:52:00,16:37:00,172,True
4291,Barbi,Female,27,5,,9:49:00,11:52:00,139,True
4295,Abbie,Male,40,5,,15:28:00,17:03:00,144,True
4297,Georas,Male,29,2,,17:29:00,18:11:00,78,True
4298,Nicki,Female,43,4,,19:17:00,21:29:00,122,True
4299,Avis,Female,46,4,,12:31:00,13:28:00,148,True
4301,Amalea,Female,16,3,"back, Leg, chest",13:06:00,13:43:00,131,True
4304,Godfry,Male,28,1,,13:53:00,16:36:00,113,True
4305,Alfie,Male,18,1,"Leg, Leg, back",8:48:00,11:29:00,80,True
4307,Elora,Female,47,1,,17:30:00,19:56:00,96,True
4312,Taite,Male,23,5,"Cardio, Leg",17:41:00,19:28:00,129,True
4314,Worden,Male,45,5,,19:20:00,20:48:00,159,True
4317,Willie,Male,42,5,,11:06:00,12:27:00,143,True
4320,Lavinia,Female,14,4,Arm,9:36:00,11:51:00,149,True
4323,Benjamin,Male,24,5,Leg,17:11:00,18:30:00,115,True
4324,Belicia,Female,35,3,"Cardio, Arm, Leg",19:16:00,19:48:00,81,True
4328,Lexine,Female,17,5,,13:52:00,16:23:00,174,True
4334,Keelby,Male,26,3,,17:29:00,18:04:00,67,True
4338,Jarib,Male,37,5,Core,10:06:00,13:03:00,72,True
4341,Rita,Female,46,1,,14:02:00,14:37:00,106,True
4342,Orren,Male,46,2,"Arm, Core, Leg",17:57:00,19:48:00,167,True
4346,Domeniga,Female,36,3,back,12:17:00,12:55:00,50,True
4347,Valentine,Female,22,1,,16:51:00,17:42:00,71,True
4350,Joelie,Female,23,2,"Cardio, Core, Arm",16:20:00,18:55:00,141,True
4358,Carla,Female,49,2,Core,18:06:00,18:36:00,162,True
4361,Leilah,Female,36,4,"Leg, back",20:04:00,22:37:00,173,True
4362,Melli,Female,40,1,Cardio,11:51:00,12:21:00,175,True
4366,Nicolais,Male,28,2,,10:31:00,13:18:00,120,True
4372,Ilyse,Female,47,5,"Leg, back, Leg",11:18:00,12:58:00,31,True
4374,Portia,Female,49,2,Arm,17:43:00,19:19:00,113,True
4375,Kelley,Male,44,2,,16:54:00,19:18:00,126,True
4377,Parke,Male,16,2,,14:36:00,16:16:00,80,True
4381,Ronald,Male,14,5,,18:01:00,20:07:00,115,True
4387,Woody,Male,19,3,"Core, chest",19:08:00,20:29:00,158,True
4391,Cordelie,Female,40,1,,13:34:00,15:09:00,160,True
4392,Dreddy,Female,26,3,"Leg, Arm",8:25:00,9:19:00,65,True
4393,Lenna,Female,44,2,"Core, back, chest",10:09:00,11:45:00,156,True
4400,Logan,Male,40,1,"back, chest",13:02:00,13:54:00,179,True
4404,Ronna,Female,41,1,"back, Leg, Leg",11:02:00,13:55:00,149,True
4406,Leela,Female,24,3,"Cardio, back",13:03:00,15:14:00,63,True
4411,Aeriell,Female,41,1,,11:53:00,14:08:00,133,True
4414,Truda,Female,41,2,"chest, back, Cardio",12:26:00,13:36:00,127,True
4416,Olag,Male,26,3,Cardio,19:37:00,20:28:00,171,True
4418,Stafani,Female,31,3,,19:37:00,22:32:00,84,True
4423,Koren,Female,22,2,"Core, Cardio, Leg",18:48:00,20:55:00,89,True
4428,Ainslie,Female,43,2,"Cardio, Core",14:06:00,14:52:00,112,True
4429,Basil,Male,27,4,"back, Arm",17:57:00,18:55:00,53,True
4431,Willard,Male,47,4,Core,16:01:00,17:47:00,124,True
4432,Reed,Male,45,2,"back, Leg, Cardio",10:56:00,11:54:00,30,True
4434,Sabra,Female,42,2,,18:14:00,20:34:00,53,True
4438,Averil,Male,42,4,,17:18:00,18:55:00,106,True
4441,Risa,Female,33,3,"Leg, chest",16:41:00,19:14:00,179,True
4444,Orville,Male,42,1,,18:40:00,20:17:00,76,True
4447,Wittie,Male,30,4,,9:14:00,10:45:00,30,True
4448,Jean,Female,43,4,,17:22:00,19:06:00,97,True
4450,Hunter,Male,29,1,"Leg, chest, Core",19:08:00,21:45:00,173,True
4451,Cherish,Female,19,4,chest,14:27:00,15:02:00,45,True
4452,Augusta,Female,42,5,Leg,16:21:00,19:15:00,116,True
4454,Philippine,Female,31,4,Leg,18:14:00,18:57:00,111,True
4456,Preston,Male,43,5,back,14:55:00,17:48:00,177,True
4458,Edi,Female,35,1,Cardio,11:37:00,14:27:00,102,True
4459,Ancell,Male,18,3,,18:28:00,20:43:00,127,True
4461,Gianni,Male,36,5,"Core, Leg",19:07:00,21:51:00,31,True
4463,Sidoney,Female,49,5,,18:15:00,19:15:00,84,True
4466,Krystle,Female,15,3,,17:47:00,19:00:00,87,True
4467,Gregorio,Male,24,2,chest,8:25:00,11:08:00,105,True
4468,Nananne,Female,47,4,,9:56:00,11:16:00,142,True
4469,Decca,Male,27,2,Cardio,13:39:00,15:34:00,40,True
4474,Walker,Male,16,5,"chest, Leg",16:59:00,18:50:00,117,True
4477,Melisa,Female,28,1,,9:43:00,12:22:00,140,True
4479,Ingamar,Male,24,2,,12:23:00,13:22:00,35,True
4480,Ikey,Male,22,4,"Core, back",11:46:00,14:15:00,86,True
4487,Mariam,Female,34,1,"chest, Leg",15:44:00,16:57:00,33,True
4488,Hodge,Male,49,2,,17:52:00,18:45:00,157,True
4489,Huntley,Male,27,4,,12:42:00,14:00:00,108,True
4493,Elka,Female,14,4,"back, Arm",15:14:00,17:55:00,135,True
4498,Dall,Male,46,5,"chest, Leg, back",10:38:00,12:41:00,178,True
4500,Esdras,Male,14,2,,14:34:00,15:55:00,179,True
4501,Gib,Male,16,3,"Cardio, chest",19:22:00,21:24:00,155,True
4503,Sib,Female,14,1,,15:10:00,16:35:00,170,True
4510,Minor,Male,46,3,"Cardio, back, Cardio",12:56:00,14:40:00,132,True
4512,Jarred,Male,29,4,"Core, Cardio",19:02:00,21:52:00,149,True
4514,Darcee,Female,22,1,"Core, back, Arm",12:43:00,15:19:00,140,True
4517,Alec,Male,15,4,,8:44:00,9:25:00,35,True
4522,Calypso,Female,16,4,"Core, chest",20:25:00,22:12:00,109,True
4525,Charisse,Female,21,5,,18:22:00,19:32:00,104,True
4527,Flora,Female,30,2,,11:15:00,13:25:00,123,True
4528,Yetty,Female,19,1,"chest, Arm",8:27:00,9:33:00,81,True
4530,Sandy,Female,14,5,"back, chest",19:59:00,20:45:00,71,True
4532,Skell,Male,38,4,"chest, back, Core",16:04:00,17:35:00,160,True
4534,Rabbi,Male,20,4,,14:53:00,17:50:00,150,True
4536,Giselbert,Male,32,3,,16:05:00,17:44:00,42,True
4537,Jane,Female,31,2,"chest, chest, Leg",10:22:00,10:58:00,178,True
4539,Dru,Male,31,4,Core,17:08:00,17:43:00,118,True
4541,Solomon,Male,21,5,,16:59:00,18:44:00,130,True
4542,Cicily,Female,12,4,"Core, Arm, back",11:55:00,13:56:00,30,True
4544,Bianca,Female,23,1,"chest, back, Core",9:49:00,12:29:00,69,True
4547,Papageno,Male,20,1,,16:19:00,18:58:00,92,True
4553,Consalve,Male,30,5,"back, Core",18:23:00,19:31:00,137,True
4554,Kit,Female,38,2,"chest, Arm",18:15:00,20:02:00,64,True
4555,Garner,Male,49,4,"chest, Cardio",19:22:00,21:45:00,32,True
4556,Audra,Female,33,3,,10:32:00,11:40:00,99,True
4557,Hatti,Female,44,4,"Cardio, chest, back",10:36:00,12:53:00,148,True
4562,Gerladina,Female,16,3,"back, Core, chest",12:52:00,15:16:00,178,True
4563,Filippa,Female,28,3,,18:39:00,20:06:00,154,True
4566,Kathy,Female,22,1,,9:56:00,12:06:00,165,True
4567,Verile,Female,41,1,back,19:09:00,21:43:00,166,True
4568,Amye,Female,46,3,,10:41:00,11:48:00,132,True
4569,Pasquale,Male,40,3,"back, Cardio, Leg",20:28:00,22:32:00,94,True
4572,Sheila,Female,24,4,"Leg, Cardio",17:04:00,18:45:00,66,True
4577,Yelena,Female,31,3,,10:26:00,12:39:00,146,True
4579,Nickey,Male,35,4,,19:50:00,22:25:00,133,True
4580,Freedman,Male,25,3,"Leg, back, chest",16:10:00,17:29:00,54,True
4581,Albert,Male,19,1,,15:25:00,18:06:00,156,True
4584,Dallis,Male,39,4,,10:48:00,11:32:00,99,True
4586,Roosevelt,Male,15,5,,8:13:00,9:28:00,36,True
4589,Adham,Male,44,2,,14:06:00,15:33:00,161,True
4596,Darius,Male,23,2,,20:46:00,23:33:00,127,True
4597,Holly,Male,24,1,,18:52:00,21:05:00,81,True
4599,Weber,Male,35,1,,8:35:00,10:58:00,152,True
4604,Mirella,Female,14,4,,18:42:00,21:12:00,94,True
4605,Joey,Male,23,1,"Arm, Leg",17:42:00,18:39:00,140,True
4608,Ekaterina,Female,14,5,Arm,8:46:00,9:19:00,141,True
4609,Marrissa,Female,32,1,"chest, Leg, Core",17:33:00,20:22:00,137,True
4610,Neda,Female,15,2,"back, Arm",14:03:00,16:44:00,162,True
4612,Alameda,Female,34,4,,13:42:00,14:20:00,154,True
4613,Emlen,Male,30,2,"Core, Core, back",17:32:00,19:31:00,47,True
4614,Phineas,Male,31,5,,9:37:00,11:16:00,90,True
4618,Earlie,Male,34,4,,20:35:00,21:51:00,88,True
4620,Geneva,Female,13,1,"Core, Core",10:26:00,11:50:00,93,True
4622,Glory,Female,24,2,"back, Arm",15:30:00,16:19:00,55,True
4623,Merralee,Female,37,4,back,8:25:00,9:12:00,50,True
4624,Willie,Male,43,1,,8:39:00,9:36:00,98,True
4625,Olympie,Female,38,5,,19:28:00,20:35:00,151,True
4626,Warren,Male,17,4,"Cardio, Arm",16:57:00,18:59:00,176,True
4628,Welbie,Male,24,1,,16:53:00,18:40:00,175,True
4630,Pablo,Male,35,1,,14:29:00,16:53:00,169,True
4631,Cordy,Female,32,4,,8:50:00,10:06:00,49,True
4633,Trula,Female,43,4,Leg,14:42:00,16:22:00,135,True
4634,Nina,Female,45,4,,16:51:00,18:00:00,125,True
4640,Romola,Female,38,2,"chest, Cardio",10:00:00,11:01:00,97,True
4643,Dilan,Male,38,2,"Arm, Core, back",20:31:00,23:05:00,158,True
4644,Catlee,Female,31,1,"Leg, chest, chest",12:54:00,13:26:00,155,True
4650,Holly,Male,42,1,"back, chest, Leg",14:54:00,17:17:00,75,True
4651,Bradley,Male,42,5,,20:36:00,21:48:00,118,True
4652,Jermayne,Male,34,4,,11:06:00,13:25:00,34,True
4656,Barbabas,Male,37,5,"back, Cardio, chest",17:13:00,19:26:00,143,True
4658,Westleigh,Male,36,4,,19:23:00,21:04:00,168,True
4659,Ailina,Female,26,1,,18:02:00,19:23:00,149,True
4665,Myrah,Female,37,4,chest,11:45:00,12:19:00,73,True
4669,Ashia,Female,16,2,"Arm, Leg",19:04:00,20:13:00,44,True
4670,Carmencita,Female,29,5,"Leg, Cardio",9:17:00,10:59:00,120,True
4671,Gery,Male,29,2,,12:36:00,13:56:00,59,True
4673,Tomi,Female,46,1,back,10:49:00,11:21:00,34,True
4674,Yehudit,Male,20,5,"Arm, back, Cardio",20:16:00,21:57:00,125,True
4677,Tonia,Female,14,1,chest,9:06:00,10:41:00,74,True
4680,Farlee,Male,42,3,"Cardio, back",16:33:00,19:17:00,134,True
4682,Maximilien,Male,15,1,,10:54:00,13:07:00,88,True
4688,Lyn,Male,37,5,,20:25:00,22:44:00,81,True
4689,Elke,Female,49,2,,9:47:00,12:08:00,108,True
4690,Simmonds,Male,45,5,,13:10:00,14:21:00,171,True
4693,Mignonne,Female,38,3,,17:34:00,19:15:00,95,True
4697,Alejandro,Male,48,1,"chest, Arm, Leg",10:31:00,12:14:00,86,True
4698,Morgan,Male,41,1,,14:52:00,15:55:00,162,True
4700,Alana,Female,12,1,,16:35:00,17:44:00,161,True
4702,Rudiger,Male,13,3,,10:22:00,12:17:00,35,True
4705,Edvard,Male,29,4,"Arm, Core",17:29:00,19:09:00,138,True
4707,Grove,Male,21,4,Core,13:31:00,14:16:00,124,True
4710,Kayley,Female,12,3,"chest, Core, Cardio",10:54:00,12:00:00,133,True
4711,Nelli,Female,47,5,"Core, Leg, Cardio",9:57:00,12:44:00,42,True
4712,Paul,Male,34,5,"Core, Leg",13:12:00,14:47:00,43,True
4715,Brant,Male,19,1,,12:02:00,14:59:00,151,True
4716,Emiline,Female,15,1,Leg,18:15:00,18:56:00,152,True
4719,Pren,Male,32,5,,8:33:00,10:02:00,136,True
4720,Lloyd,Male,43,5,"back, Leg, back",19:42:00,21:46:00,98,True
4726,Sebastien,Male,12,2,,10:54:00,12:03:00,100,True
4731,Caitrin,Female,33,3,Core,9:10:00,9:44:00,98,True
4733,Cirilo,Male,24,1,chest,18:15:00,18:59:00,40,True
4734,Konrad,Male,23,1,,9:13:00,12:11:00,125,True
4735,Georgeta,Female,44,2,"Arm, chest",9:24:00,10:07:00,159,True
4737,Feodor,Male,15,3,,8:43:00,11:19:00,64,True
4738,Dorian,Female,21,2,back,11:21:00,13:01:00,35,True
4739,Carmelia,Female,43,4,,15:28:00,17:17:00,85,True
4740,Kellsie,Female,36,3,,11:16:00,13:42:00,85,True
4743,Bartie,Male,44,5,"Cardio, Core",20:28:00,20:59:00,131,True
4745,Lonna,Female,39,3,"chest, Cardio",13:37:00,15:12:00,53,True
4750,Agnese,Female,44,3,"chest, back, chest",10:28:00,11:32:00,63,True
4752,Daile,Female,45,3,,8:05:00,10:17:00,168,True
4754,Vida,Female,31,2,,15:13:00,16:46:00,32,True
4756,Orv,Male,22,5,"chest, Cardio, Arm",19:23:00,22:04:00,149,True
4758,Gabbi,Female,22,1,,15:16:00,16:04:00,124,True
4759,Ricki,Male,23,2,"back, Leg, chest",13:19:00,16:18:00,166,True
4760,Simmonds,Male,47,3,"Core, Leg",9:29:00,11:20:00,37,True
4763,Gabbie,Female,47,5,Cardio,15:39:00,18:01:00,168,True
4767,Lin,Male,26,2,,13:07:00,14:15:00,176,True
4769,Glynda,Female,22,5,"Arm, Core",13:25:00,14:52:00,35,True
4772,Robbi,Female,36,1,,20:52:00,21:49:00,81,True
4773,Willis,Male,42,3,"Leg, Cardio, Cardio",18:25:00,21:08:00,55,True
4775,Odella,Female,20,2,Cardio,9:35:00,11:04:00,59,True
4776,Shannan,Male,16,5,,18:44:00,20:27:00,65,True
4778,Zacharias,Male,22,1,Cardio,20:17:00,22:50:00,180,True
4788,Kane,Male,40,3,,19:44:00,21:05:00,83,True
4789,Starlin,Female,44,3,,17:08:00,17:44:00,38,True
4794,Vallie,Female,41,3,,17:17:00,18:20:00,119,True
4795,Jeremie,Male,37,3,"Cardio, chest, Leg",12:59:00,15:02:00,152,True
4797,Alley,Male,29,1,Leg,9:41:00,10:37:00,159,True
4798,Donall,Male,47,2,chest,20:44:00,22:06:00,164,True
4799,Helen-elizabeth,Female,26,4,"Leg, chest",9:11:00,9:43:00,101,True
4800,Roxy,Female,47,5,,9:21:00,11:58:00,118,True
4802,Kristan,Female,21,4,Leg,8:00:00,9:26:00,167,True
4806,Beatriz,Female,23,1,,16:13:00,18:08:00,151,True
4807,Ardelis,Female,35,4,"back, Arm",19:35:00,20:13:00,32,True
4808,Sosanna,Female,17,4,,16:32:00,18:06:00,116,True
4810,Neils,Male,49,5,chest,14:19:00,17:03:00,114,True
4813,Johnathan,Male,21,1,,14:07:00,14:43:00,48,True
4815,Ranee,Female,26,5,,14:12:00,14:45:00,47,True
4816,Benoit,Male,39,4,,12:18:00,13:31:00,111,True
4817,Ailee,Female,23,2,,17:06:00,19:24:00,99,True
4819,Vi,Female,18,2,,8:23:00,11:19:00,148,True
4822,Mischa,Male,24,5,,19:44:00,21:50:00,108,True
4823,Viola,Female,37,5,,16:33:00,18:53:00,76,True
4824,Junie,Female,16,4,,17:59:00,19:01:00,125,True
4827,WArm,Male,23,4,"Leg, Cardio, back",14:33:00,17:08:00,129,True
4830,Micky,Male,47,3,"Cardio, back",12:05:00,14:43:00,73,True
4837,Gal,Male,38,5,,19:11:00,21:53:00,32,True
4839,Ynes,Female,48,3,,8:54:00,9:43:00,104,True
4842,Gale,Female,49,3,Cardio,9:47:00,11:34:00,47,True
4849,Carol,Female,49,4,"Cardio, Core",16:37:00,17:58:00,81,True
4850,Reinhold,Male,19,3,"Cardio, chest, Leg",14:56:00,15:38:00,102,True
4852,Laraine,Female,38,4,,15:43:00,17:40:00,138,True
4855,Gordie,Male,34,4,,12:10:00,14:06:00,148,True
